SearchTeam,Season,Team,Lineup,Offense,Defense,Net,Season Possessions,Total Possessions
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Jamal Murray | Zeke Nnaji | Christian Braun | Peyton Watson,-4,0.8,-3.2,236,236
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Kentavious Caldwell-Pope | Aaron Gordon | Nikola Jokic | Christian Braun,2.4,3.8,6.2,235,235
Denver Nuggets,2024,Denver Nuggets,Justin Holiday | Jamal Murray | Zeke Nnaji | Christian Braun | Peyton Watson,0.7,-0.6,0.1,226,226
Denver Nuggets,2024,Denver Nuggets,Kentavious Caldwell-Pope | Aaron Gordon | Nikola Jokic | Jamal Murray | Christian Braun,3.4,0.7,4.1,214,326
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Justin Holiday | Kentavious Caldwell-Pope | Nikola Jokic | Michael Porter Jr.,6.5,-0.8,5.7,205,205
Denver Nuggets,2024,Denver Nuggets,Kentavious Caldwell-Pope | Aaron Gordon | Nikola Jokic | Michael Porter Jr. | Collin Gillespie,2.8,1.7,4.5,204,204
Denver Nuggets,2024,Denver Nuggets,DeAndre Jordan | Reggie Jackson | Julian Strawther | Christian Braun | Peyton Watson,-2.1,0.2,-1.9,177,177
Denver Nuggets,2024,Denver Nuggets,Kentavious Caldwell-Pope | Nikola Jokic | Jamal Murray | Michael Porter Jr. | Christian Braun,4.9,0.2,5.1,173,212
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Justin Holiday | Aaron Gordon | Nikola Jokic | Michael Porter Jr.,-0.5,-1.9,-2.4,166,166
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Justin Holiday | Zeke Nnaji | Christian Braun | Peyton Watson,-2,-0.9,-2.8,158,158
Denver Nuggets,2024,Denver Nuggets,Aaron Gordon | Nikola Jokic | Jamal Murray | Michael Porter Jr. | Christian Braun,1.6,0,1.6,148,214
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Kentavious Caldwell-Pope | Nikola Jokic | Michael Porter Jr. | Peyton Watson,-0.8,-0.9,-1.7,141,141
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Kentavious Caldwell-Pope | Aaron Gordon | Michael Porter Jr. | Christian Braun,-0.4,0.6,0.2,131,131
Denver Nuggets,2024,Denver Nuggets,Justin Holiday | Kentavious Caldwell-Pope | Nikola Jokic | Jamal Murray | Michael Porter Jr.,4.9,-0.3,4.6,128,128
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Nikola Jokic | Jamal Murray | Christian Braun | Peyton Watson,-2.4,1.3,-1.1,124,124
Denver Nuggets,2024,Denver Nuggets,DeAndre Jordan | Jamal Murray | Michael Porter Jr. | Christian Braun | Peyton Watson,-0.6,-0.8,-1.4,119,119
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Michael Porter Jr. | Zeke Nnaji | Christian Braun | Peyton Watson,-0.6,-0.4,-1,119,119
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Nikola Jokic | Michael Porter Jr. | Christian Braun | Peyton Watson,-4.4,2.1,-2.3,118,118
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Nikola Jokic | Julian Strawther | Christian Braun | Peyton Watson,0.1,-0.3,-0.2,117,117
Denver Nuggets,2024,Denver Nuggets,Justin Holiday | Aaron Gordon | Jamal Murray | Christian Braun | Peyton Watson,-2,0.4,-1.6,108,108
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Daniel Gafford | Jordan Poole | Deni Avdija,0.2,-1.4,-1.2,2479,2479
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Daniel Gafford | Jordan Poole | Bilal Coulibaly,-3.6,-2.6,-6.3,675,675
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Jordan Poole | Deni Avdija | Bilal Coulibaly,-6,-2,-8,392,392
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Deni Avdija | Corey Kispert | Bilal Coulibaly,-0.9,-0.9,-1.8,367,367
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Daniel Gafford | Corey Kispert | Bilal Coulibaly,-1.8,-2.7,-4.5,331,331
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Marvin Bagley III | Jordan Poole | Deni Avdija,-3.6,-0.6,-4.2,303,303
Washington Wizards,2024,Washington Wizards,Richaun Holmes | Kyle Kuzma | Jordan Poole | Deni Avdija | Corey Kispert,2,0,2,226,226
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Daniel Gafford | Deni Avdija | Corey Kispert,0.4,-0.9,-0.6,224,224
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Daniel Gafford | Jordan Poole | Corey Kispert,-0.4,-2,-2.4,160,160
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Daniel Gafford | Deni Avdija | Bilal Coulibaly,-0.9,-2.2,-3.1,151,151
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Marvin Bagley III | Jordan Poole | Bilal Coulibaly,-2.3,-0.5,-2.7,139,139
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Jordan Poole | Corey Kispert | Bilal Coulibaly,-1,-1.6,-2.6,139,139
Washington Wizards,2024,Washington Wizards,Mike Muscala | Tyus Jones | Kyle Kuzma | Jordan Poole | Deni Avdija,-2,-3.5,-5.4,136,136
Washington Wizards,2024,Washington Wizards,Delon Wright | Marvin Bagley III | Landry Shamet | Corey Kispert | Bilal Coulibaly,-1.1,0.9,-0.2,136,136
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Marvin Bagley III | Landry Shamet | Deni Avdija,0.9,0.2,1,120,120
Washington Wizards,2024,Washington Wizards,Jared Butler | Anthony Gill | Eugene Omoruyi | Johnny Davis | Bilal Coulibaly,0.9,-0.3,0.7,117,117
Washington Wizards,2024,Washington Wizards,Kyle Kuzma | Marvin Bagley III | Jordan Poole | Deni Avdija | Corey Kispert,0.4,-0.7,-0.3,115,115
Washington Wizards,2024,Washington Wizards,Delon Wright | Deni Avdija | Corey Kispert | Patrick Baldwin Jr. | Bilal Coulibaly,-1.9,0.6,-1.3,112,112
Washington Wizards,2024,Washington Wizards,Tyus Jones | Kyle Kuzma | Marvin Bagley III | Deni Avdija | Bilal Coulibaly,-1.1,-1.3,-2.4,109,109
Washington Wizards,2024,Washington Wizards,Anthony Gill | Eugene Omoruyi | Johnny Davis | Ryan Rollins | Bilal Coulibaly,-0.4,4,3.6,108,108
Washington Wizards,2024,Washington Wizards,Richaun Holmes | Jordan Poole | Corey Kispert | Johnny Davis | Patrick Baldwin Jr.,-0.8,-2.1,-2.9,107,107
Washington Wizards,2024,Washington Wizards,Danilo Gallinari | Kyle Kuzma | Jordan Poole | Corey Kispert | Bilal Coulibaly,-2.2,-3,-5.2,102,102
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Khris Middleton | Giannis Antetokounmpo | Malik Beasley,6.7,4,10.6,2537,2537
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Jae Crowder | Giannis Antetokounmpo | Malik Beasley,4.8,4,8.8,1233,1233
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Giannis Antetokounmpo | Pat Connaughton | Malik Beasley,2.4,4.4,6.8,528,528
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Bobby Portis | Pat Connaughton | Malik Beasley,1,3.2,4.2,405,405
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Patrick Beverley | Damian Lillard | Khris Middleton | Bobby Portis,0.9,-2.6,-1.7,312,312
Milwaukee Bucks,2024,Milwaukee Bucks,Damian Lillard | Jae Crowder | Giannis Antetokounmpo | Bobby Portis | Malik Beasley,-0.6,-0.8,-1.4,241,241
Milwaukee Bucks,2024,Milwaukee Bucks,Damian Lillard | Giannis Antetokounmpo | Bobby Portis | Pat Connaughton | Malik Beasley,4.1,0.2,4.3,225,225
Milwaukee Bucks,2024,Milwaukee Bucks,Patrick Beverley | Giannis Antetokounmpo | Bobby Portis | Pat Connaughton | A.J. Green,-2.1,-1.6,-3.7,222,222
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Jae Crowder | Bobby Portis | Malik Beasley,-0.1,0.2,0.1,220,220
Milwaukee Bucks,2024,Milwaukee Bucks,Damian Lillard | Giannis Antetokounmpo | Bobby Portis | Pat Connaughton | MarJon Beauchamp,2.1,-0.4,1.7,215,215
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Khris Middleton | Bobby Portis | Malik Beasley,-3.1,0.3,-2.8,205,205
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Jae Crowder | Khris Middleton | Malik Beasley,-0.7,-3.3,-4.1,196,196
Milwaukee Bucks,2024,Milwaukee Bucks,Khris Middleton | Giannis Antetokounmpo | Cameron Payne | Bobby Portis | Pat Connaughton,1.6,-2.5,-0.9,188,188
Milwaukee Bucks,2024,Milwaukee Bucks,Giannis Antetokounmpo | Cameron Payne | Bobby Portis | Pat Connaughton | MarJon Beauchamp,-1.1,0.2,-1,187,187
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Giannis Antetokounmpo | Malik Beasley | Andre Jackson Jr.,-0.3,-2.4,-2.7,187,187
Milwaukee Bucks,2024,Milwaukee Bucks,Damian Lillard | Giannis Antetokounmpo | Bobby Portis | Pat Connaughton | Andre Jackson Jr.,-0.2,-1.4,-1.5,174,174
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Patrick Beverley | Khris Middleton | Giannis Antetokounmpo | Malik Beasley,1.1,-1.4,-0.3,167,167
Milwaukee Bucks,2024,Milwaukee Bucks,Damian Lillard | Jae Crowder | Giannis Antetokounmpo | Bobby Portis | Pat Connaughton,-0.7,-2.4,-3.1,165,165
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Patrick Beverley | Damian Lillard | Bobby Portis | Pat Connaughton,-3.2,1.1,-2,163,163
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Patrick Beverley | Damian Lillard | Jae Crowder | Malik Beasley,0.3,0.5,0.8,150,150
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Patrick Beverley | Khris Middleton | Bobby Portis | Malik Beasley,1.3,-0.6,0.6,149,149
Milwaukee Bucks,2024,Milwaukee Bucks,Jae Crowder | Giannis Antetokounmpo | Bobby Portis | Pat Connaughton | A.J. Green,-1.1,1.4,0.3,142,142
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Jae Crowder | Giannis Antetokounmpo | Pat Connaughton | Malik Beasley,-0.8,-0.4,-1.2,140,140
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Khris Middleton | Cameron Payne | Bobby Portis | Malik Beasley,-0.5,-0.1,-0.5,135,135
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Khris Middleton | Giannis Antetokounmpo | Cameron Payne | Malik Beasley,-1.8,0.8,-1,122,122
Milwaukee Bucks,2024,Milwaukee Bucks,Jae Crowder | Giannis Antetokounmpo | Cameron Payne | Bobby Portis | Pat Connaughton,-2.3,-0.6,-2.9,119,119
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Jae Crowder | Bobby Portis | Pat Connaughton,-3.1,-0.1,-3.2,118,118
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Bobby Portis | Pat Connaughton | Andre Jackson Jr.,0.2,-1.2,-1,117,117
Milwaukee Bucks,2024,Milwaukee Bucks,Danilo Gallinari | Patrick Beverley | Giannis Antetokounmpo | Bobby Portis | Pat Connaughton,-0.7,-2.5,-3.2,116,116
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Bobby Portis | Pat Connaughton | MarJon Beauchamp,-0.8,-0.2,-1,115,115
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Khris Middleton | Giannis Antetokounmpo | Andre Jackson Jr.,1.6,0,1.6,115,115
Milwaukee Bucks,2024,Milwaukee Bucks,Brook Lopez | Damian Lillard | Jae Crowder | Pat Connaughton | Malik Beasley,-1.4,-2.2,-3.7,106,106
LA Clippers,2024,Los Angeles Clippers,Russell Westbrook | Paul George | Kawhi Leonard | Ivica Zubac | Nah'Shon Hyland,-0.9,2.7,1.9,146,146
LA Clippers,2024,Los Angeles Clippers,Paul George | Kawhi Leonard | Ivica Zubac | Terance Mann | Nah'Shon Hyland,-0.4,1,0.6,106,106
LA Clippers,2024,Los Angeles Clippers,Mason Plumlee | Amir Coffey | Brandon Boston Jr. | Nah'Shon Hyland | Kobe Brown,-4.1,-0.9,-5,104,104
LA Clippers,2024,Los Angeles Clippers,Kawhi Leonard | Mason Plumlee | Norman Powell | Terance Mann | Nah'Shon Hyland,1.8,0.7,2.5,6,110
